id,title,pdf_path,year
1206.6425v1,Sparse Stochastic Inference for Latent Dirichlet allocation,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6425v1.pdf,2012
1206.6427v1,"Convergence of the EM Algorithm for Gaussian Mixtures with Unbalanced
  Mixing Coefficients",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6427v1.pdf,2012
1206.6428v1,A Binary Classification Framework for Two-Stage Multiple Kernel Learning,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6428v1.pdf,2012
1206.6431v1,Exact Maximum Margin Structure Learning of Bayesian Networks,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6431v1.pdf,2012
1206.6434v1,A Generative Process for Sampling Contractive Auto-Encoders,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6434v1.pdf,2012
1206.6435v1,Rethinking Collapsed Variational Bayes Inference for LDA,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6435v1.pdf,2012
1206.6436v1,"Efficient Structured Prediction with Latent Variables for General
  Graphical Models",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6436v1.pdf,2012
1206.6438v1,"Information-Theoretical Learning of Discriminative Clusters for
  Unsupervised Domain Adaptation",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6438v1.pdf,2012
1206.6440v1,Predicting Preference Flips in Commerce Search,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6440v1.pdf,2012
1206.6442v1,"Minimizing The Misclassification Error Rate Using a Surrogate Convex
  Loss",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6442v1.pdf,2012
1206.6444v1,"Statistical Linear Estimation with Penalized Estimators: an Application
  to Reinforcement Learning",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6444v1.pdf,2012
1206.6446v1,Agglomerative Bregman Clustering,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6446v1.pdf,2012
1206.6448v1,Online Alternating Direction Method,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6448v1.pdf,2012
1206.6449v1,Monte Carlo Bayesian Reinforcement Learning,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6449v1.pdf,2012
1206.6450v1,Conditional Sparse Coding and Grouped Multivariate Regression,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6450v1.pdf,2012
1206.6451v1,The Greedy Miser: Learning under Test-time Budgets,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6451v1.pdf,2012
1206.6453v1,Adaptive Canonical Correlation Analysis Based On Matrix Manifolds,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6453v1.pdf,2012
1206.6454v1,Hierarchical Exploration for Accelerating Contextual Bandits,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6454v1.pdf,2012
1206.6455v1,"Regularizers versus Losses for Nonlinear Dimensionality Reduction: A
  Factored View with New Convex Relaxations",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6455v1.pdf,2012
1206.6457v1,"Exponential Regret Bounds for Gaussian Process Bandits with
  Deterministic Observations",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6457v1.pdf,2012
1206.6458v1,Batch Active Learning via Coordinated Matching,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6458v1.pdf,2012
1206.6461v1,"On the Sample Complexity of Reinforcement Learning with a Generative
  Model",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6461v1.pdf,2012
1206.6463v1,An Iterative Locally Linear Embedding Algorithm,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6463v1.pdf,2012
1206.6464v2,Estimating the Hessian by Back-propagating Curvature,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6464v2.pdf,2012
1206.6465v1,Bayesian Efficient Multiple Kernel Learning,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6465v1.pdf,2012
1206.6467v1,"Semi-Supervised Collective Classification via Hybrid Label
  Regularization",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6467v1.pdf,2012
1206.6469v1,"Inferring Latent Structure From Mixed Real and Categorical Relational
  Data",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6469v1.pdf,2012
1206.6471v1,On Causal and Anticausal Learning,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6471v1.pdf,2012
1206.6472v1,An Efficient Approach to Sparse Linear Discriminant Analysis,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6472v1.pdf,2012
1206.6475v2,A Split-Merge Framework for Comparing Clusterings,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6475v2.pdf,2012
1206.6477v1,Discovering Support and Affiliated Features from Very High Dimensions,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6477v1.pdf,2012
1206.6478v1,Maximum Margin Output Coding,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6478v1.pdf,2012
1206.6479v1,The Landmark Selection Method for Multiple Output Prediction,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6479v1.pdf,2012
1206.6480v1,A Dantzig Selector Approach to Temporal Difference Learning,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6480v1.pdf,2012
1206.6483v1,Subgraph Matching Kernels for Attributed Graphs,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6483v1.pdf,2012
1206.6485v1,Greedy Algorithms for Sparse Reinforcement Learning,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6485v1.pdf,2012
1206.6486v1,Flexible Modeling of Latent Task Structures in Multitask Learning,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6486v1.pdf,2012
1206.6813v1,A concentration theorem for projections,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6813v1.pdf,2012
1206.6815v1,Discriminative Learning via Semidefinite Probabilistic Models,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6815v1.pdf,2012
1206.6832v1,"Convex Structure Learning for Bayesian Networks: Polynomial Feature
  Selection and Approximate Ordering",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6832v1.pdf,2012
1206.6860v1,Predicting Conditional Quantiles via Reduction to Classification,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6860v1.pdf,2012
1206.6863v1,Bayesian Multicategory Support Vector Machines,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6863v1.pdf,2012
1206.6868v1,Bayesian Random Fields: The Bethe-Laplace Approximation,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6868v1.pdf,2012
1206.6871v1,Ranking by Dependence - A Fair Criteria,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6871v1.pdf,2012
1206.6873v1,"Variable noise and dimensionality reduction for sparse Gaussian
  processes",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1206.6873v1.pdf,2012
1207.0057v1,"Implicit Density Estimation by Local Moment Matching to Sample from
  Auto-Encoders",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1207.0057v1.pdf,2012
1207.0099v1,Density-Difference Estimation,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1207.0099v1.pdf,2012
1207.0268v1,Surrogate Regret Bounds for Bipartite Ranking via Strongly Proper Losses,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1207.0268v1.pdf,2012
1207.0577v2,Robust Dequantized Compressive Sensing,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1207.0577v2.pdf,2012
1207.1358v1,Unsupervised spectral learning,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1207.1358v1.pdf,2012
1207.1364v1,Learning from Sparse Data by Exploiting Monotonicity Constraints,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1207.1364v1.pdf,2012
1207.1366v1,Learning Factor Graphs in Polynomial Time & Sample Complexity,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1207.1366v1.pdf,2012
1207.1379v1,"On the Detection of Concept Changes in Time-Varying Data Stream by
  Testing Exchangeability",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1207.1379v1.pdf,2012
1207.1382v1,Maximum Margin Bayesian Networks,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1207.1382v1.pdf,2012
1207.1393v1,Learning about individuals from group statistics,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1207.1393v1.pdf,2012
1207.1403v1,Obtaining Calibrated Probabilities from Boosting,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1207.1403v1.pdf,2012
1207.1409v1,Piecewise Training for Undirected Models,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1207.1409v1.pdf,2012
1207.1417v1,The DLR Hierarchy of Approximate Inference,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1207.1417v1.pdf,2012
1207.1421v1,"A Function Approximation Approach to Estimation of Policy Gradient for
  POMDP with Structured Policies",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1207.1421v1.pdf,2012
1207.3012v2,"Optimal rates for first-order stochastic convex optimization under
  Tsybakov noise condition",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1207.3012v2.pdf,2012
1207.3520v1,Improved brain pattern recovery through ranking approaches,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1207.3520v1.pdf,2012
1207.3961v3,Ensemble Clustering with Logic Rules,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1207.3961v3.pdf,2012
1207.4110v1,The Minimum Information Principle for Discriminative Learning,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1207.4110v1.pdf,2012
1207.4112v1,Algebraic Statistics in Model Selection,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1207.4112v1.pdf,2012
1207.4113v1,"On-line Prediction with Kernels and the Complexity Approximation
  Principle",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1207.4113v1.pdf,2012
1207.4125v1,Applying Discrete PCA in Data Analysis,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1207.4125v1.pdf,2012
1207.4131v1,Exponential Families for Conditional Random Fields,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1207.4131v1.pdf,2012
1207.4133v1,"""Ideal Parent"" Structure Learning for Continuous Variable Networks",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1207.4133v1.pdf,2012
1207.4134v1,"Bayesian Learning in Undirected Graphical Models: Approximate MCMC
  algorithms",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1207.4134v1.pdf,2012
1207.4138v1,Active Model Selection,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1207.4138v1.pdf,2012
1207.4139v1,"An Extended Cencov-Campbell Characterization of Conditional Information
  Geometry",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1207.4139v1.pdf,2012
1207.4142v1,"Conditional Chow-Liu Tree Structures for Modeling Discrete-Valued Vector
  Time Series",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1207.4142v1.pdf,2012
1207.4144v1,A Generative Bayesian Model for Aggregating Experts' Probabilities,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1207.4144v1.pdf,2012
1207.4148v1,Dynamical Systems Trees,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1207.4148v1.pdf,2012
1207.4155v1,"Similarity-Driven Cluster Merging Method for Unsupervised Fuzzy
  Clustering",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1207.4155v1.pdf,2012
1207.4156v1,Graph partition strategies for generalized mean field inference,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1207.4156v1.pdf,2012
1207.4164v1,Factored Latent Analysis for far-field tracking data,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1207.4164v1.pdf,2012
1207.4172v1,Variational Chernoff Bounds for Graphical Models,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1207.4172v1.pdf,2012
1207.4255v2,"On the Statistical Efficiency of $\ell_{1,p}$ Multi-Task Learning of
  Gaussian Graphical Models",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1207.4255v2.pdf,2012
1207.4597v1,"Local stability of Belief Propagation algorithm with multiple fixed
  points",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1207.4597v1.pdf,2012
1207.4676v2,"Proceedings of the 29th International Conference on Machine Learning
  (ICML-12)",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1207.4676v2.pdf,2012
1207.4992v2,Fast nonparametric classification based on data depth,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1207.4992v2.pdf,2012
1207.5259v3,"Optimal discovery with probabilistic expert advice: finite time analysis
  and macroscopic optimality",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1207.5259v3.pdf,2012
1207.5437v2,Generalization Bounds for Metric and Similarity Learning,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1207.5437v2.pdf,2012
1207.5554v3,"Bellman Error Based Feature Generation using Random Projections on
  Sparse Spaces",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1207.5554v3.pdf,2012
1208.0129v1,Oracle inequalities for computationally adaptive model selection,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1208.0129v1.pdf,2012
1208.0402v1,Multidimensional Membership Mixture Models,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1208.0402v1.pdf,2012
1208.0645v4,On the Consistency of AUC Pairwise Optimization,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1208.0645v4.pdf,2012
1208.0806v1,Cross-conformal predictors,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1208.0806v1.pdf,2012
1208.0848v2,Learning Theory Approach to Minimum Error Entropy Criterion,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1208.0848v2.pdf,2012
1208.2417v1,How to sample if you must: on optimal functional sampling,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1208.2417v1.pdf,2012
1208.2523v1,Path Integral Control by Reproducing Kernel Hilbert Space Embedding,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1208.2523v1.pdf,2012
1208.3030v2,Asymptotic Generalization Bound of Fisher's Linear Discriminant Analysis,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1208.3030v2.pdf,2012
1208.3279v1,Structured Prediction Cascades,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1208.3279v1.pdf,2012
1208.3422v2,Distance Metric Learning for Kernel Machines,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1208.3422v2.pdf,2012
1208.3728v2,Online Learning with Predictable Sequences,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1208.3728v2.pdf,2012
1208.4138v1,Semi-supervised Clustering Ensemble by Voting,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1208.4138v1.pdf,2012
1208.5062v3,Changepoint detection for high-dimensional time series with missing data,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1208.5062v3.pdf,2012
1208.6338v1,A Widely Applicable Bayesian Information Criterion,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1208.6338v1.pdf,2012
1209.0029v3,"Statistically adaptive learning for a general class of cost functions
  (SA L-BFGS)",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1209.0029v3.pdf,2012
1209.0521v2,Efficient EM Training of Gaussian Mixtures with Missing Data,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1209.0521v2.pdf,2012
1209.0738v3,Sparse coding for multitask and transfer learning,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1209.0738v3.pdf,2012
1209.1077v1,Learning Probability Measures with respect to Optimal Transport Metrics,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1209.1077v1.pdf,2012
1209.1121v4,Learning Manifolds with K-Means and K-Flats,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1209.1121v4.pdf,2012
1209.1360v2,Multiclass Learning with Simplex Coding,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1209.1360v2.pdf,2012
1209.1450v1,On spatial selectivity and prediction across conditions with fMRI,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1209.1450v1.pdf,2012
1209.1688v4,Rank Centrality: Ranking from Pair-wise Comparisons,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1209.1688v4.pdf,2012
1209.1727v1,Bandits with heavy tail,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1209.1727v1.pdf,2012
1209.2139v2,Fused Multiple Graphical Lasso,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1209.2139v2.pdf,2012
1209.2434v1,Query Complexity of Derivative-Free Optimization,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1209.2434v1.pdf,2012
1209.2784v1,"Minimax Multi-Task Learning and a Generalized Loss-Compositional
  Paradigm for MTL",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1209.2784v1.pdf,2012
1209.3761v1,Generalized Canonical Correlation Analysis for Disparate Data Fusion,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1209.3761v1.pdf,2012
1209.4825v2,"Efficient Regularized Least-Squares Algorithms for Conditional Ranking
  on Relational Data",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1209.4825v2.pdf,2012
1209.5019v1,A Bayesian Nonparametric Approach to Image Super-resolution,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1209.5019v1.pdf,2012
1209.5467v4,"Minimizing inter-subject variability in fNIRS based Brain Computer
  Interfaces via multiple-kernel support vector learning",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1209.5467v4.pdf,2012
1209.5477v2,Optimal Weighting of Multi-View Data with Low Dimensional Hidden States,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1209.5477v2.pdf,2012
1209.5991v1,Subset Selection for Gaussian Markov Random Fields,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1209.5991v1.pdf,2012
1209.6342v1,Sparse Ising Models with Covariates,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1209.6342v1.pdf,2012
1210.0645v5,Nonparametric Unsupervised Classification,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1210.0645v5.pdf,2012
1210.0685v1,"Local stability and robustness of sparse dictionary learning in the
  presence of noise",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1210.0685v1.pdf,2012
1210.0762v1,Graph-Based Approaches to Clustering Network-Constrained Trajectory Data,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1210.0762v1.pdf,2012
1210.1121v1,"Smooth Sparse Coding via Marginal Regression for Learning Sparse
  Representations",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1210.1121v1.pdf,2012
1210.1190v1,"Fast Conical Hull Algorithms for Near-separable Non-negative Matrix
  Factorization",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1210.1190v1.pdf,2012
1210.1258v1,Unfolding Latent Tree Structures using 4th Order Tensors,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1210.1258v1.pdf,2012
1210.1960v1,Feature Selection via L1-Penalized Squared-Loss Mutual Information,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1210.1960v1.pdf,2012
1210.2771v3,Cost-Sensitive Tree of Classifiers,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1210.2771v3.pdf,2012
1210.4006v1,The Perturbed Variation,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1210.4006v1.pdf,2012
1210.4276v1,"Semi-Supervised Classification Through the Bag-of-Paths Group
  Betweenness",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1210.4276v1.pdf,2012
1210.4347v1,Hilbert Space Embedding for Dirichlet Process Mixtures,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1210.4347v1.pdf,2012
1210.4460v4,"Fast SVM-based Feature Elimination Utilizing Data Radius, Hard-Margin,
  Soft-Margin",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1210.4460v4.pdf,2012
1210.4792v2,"Scalable Matrix-valued Kernel Learning for High-dimensional Nonlinear
  Multivariate Regression and Granger Causality",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1210.4792v2.pdf,2012
1210.4839v1,Leveraging Side Observations in Stochastic Bandits,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1210.4839v1.pdf,2012
1210.4846v1,"Variational Dual-Tree Framework for Large-Scale Transition Matrix
  Approximation",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1210.4846v1.pdf,2012
1210.4851v1,Learning to Rank With Bregman Divergences and Monotone Retargeting,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1210.4851v1.pdf,2012
1210.4856v1,Exploiting compositionality to explore a large space of model structures,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1210.4856v1.pdf,2012
1210.4862v1,Sample-efficient Nonstationary Policy Evaluation for Contextual Bandits,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1210.4862v1.pdf,2012
1210.4867v1,Lifted Relational Variational Inference,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1210.4867v1.pdf,2012
1210.4876v1,Active Imitation Learning via Reduction to I.I.D. Active Learning,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1210.4876v1.pdf,2012
1210.4881v1,"Tightening Fractional Covering Upper Bounds on the Partition Function
  for High-Order Region Graphs",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1210.4881v1.pdf,2012
1210.4884v1,A Spectral Algorithm for Latent Junction Trees,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1210.4884v1.pdf,2012
1210.4892v1,"Unsupervised Joint Alignment and Clustering using Bayesian
  Nonparametrics",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1210.4892v1.pdf,2012
1210.4893v1,Sparse Q-learning with Mirror Descent,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1210.4893v1.pdf,2012
1210.4898v1,"Value Function Approximation in Noisy Environments Using Locally
  Smoothed Regularized Approximate Linear Programs",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1210.4898v1.pdf,2012
1210.4899v1,Fast Exact Inference for Recursive Cardinality Models,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1210.4899v1.pdf,2012
1210.4905v1,"Latent Composite Likelihood Learning for the Structured Canonical
  Correlation Model",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1210.4905v1.pdf,2012
1210.4909v1,Active Learning with Distributional Estimates,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1210.4909v1.pdf,2012
1210.4917v1,Fast Graph Construction Using Auction Algorithm,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1210.4917v1.pdf,2012
1210.5135v1,"LSBN: A Large-Scale Bayesian Structure Learning Framework for Model
  Averaging",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1210.5135v1.pdf,2012
1210.5196v1,Matrix reconstruction with the local max norm,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1210.5196v1.pdf,2012
1210.5631v2,Content-boosted Matrix Factorization Techniques for Recommender Systems,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1210.5631v2.pdf,2012
1210.5840v1,Supervised Learning with Similarity Functions,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1210.5840v1.pdf,2012
1210.5873v1,"Initialization of Self-Organizing Maps: Principal Components Versus
  Random Initialization. A Case Study",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1210.5873v1.pdf,2012
1210.6001v3,Reducing statistical time-series problems to binary classification,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1210.6001v3.pdf,2012
1210.6738v4,Nested Hierarchical Dirichlet Processes,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1210.6738v4.pdf,2012
1211.0025v2,Venn-Abers predictors,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1211.0025v2.pdf,2012
1211.0879v1,"Comparing K-Nearest Neighbors and Potential Energy Method in
  classification problem. A case study using KNN applet by E.M. Mirkes and real
  life benchmark data sets",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1211.0879v1.pdf,2012
1211.0889v3,APPLE: Approximate Path for Penalized Likelihood Estimators,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1211.0889v3.pdf,2012
1211.1043v1,Soft (Gaussian CDE) regression models and loss functions,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1211.1043v1.pdf,2012
1211.2304v1,"Probabilistic Combination of Classifier and Cluster Ensembles for
  Non-transductive Learning",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1211.2304v1.pdf,2012
1211.3295v2,Order-independent constraint-based causal structure learning,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1211.3295v2.pdf,2012
1211.3966v3,Lasso Screening Rules via Dual Polytope Projection,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1211.3966v3.pdf,2012
1211.4142v1,Data Clustering via Principal Direction Gap Partitioning,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1211.4142v1.pdf,2012
1211.4246v5,"What Regularized Auto-Encoders Learn from the Data Generating
  Distribution",/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1211.4246v5.pdf,2012
1211.4410v4,Mixture Gaussian Process Conditional Heteroscedasticity,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1211.4410v4.pdf,2012
1211.4753v1,A unifying representation for a class of dependent random measures,/Users/isabeldinan/01 Python/Info Retrieval/project/downloaded_pdfs/1211.4753v1.pdf,2012
